"","","","","","","X.Intercept."
"360","20","30","hn+cov1+cov2","0.7","varp","0.0961102309695807"
"361","21","30","hn","0.7","p","0.64035326374389"
"362","21","30","hn","0.7","b0","-0.600899768331678"
"363","21","30","hn","0.7","cov1",NA
"364","21","30","hn","0.7","cov2",NA
"365","21","30","hn","0.7","aic","-3.62470480392237"
"366","21","30","hn","0.7","varp","0.0936221724579176"
"367","21","30","hn+cov1","0.7","p","0.640156578598818"
"368","21","30","hn+cov1","0.7","b0","-0.598411285944396"
"369","21","30","hn+cov1","0.7","cov1","0.0396960810031966"
"370","21","30","hn+cov1","0.7","cov2",NA
"371","21","30","hn+cov1","0.7","aic","-1.63965671544092"
"372","21","30","hn+cov1","0.7","varp","0.0939221671747183"
"373","21","30","hn+cov1+cov2","0.7","p","0.581590986677269"
"374","21","30","hn+cov1+cov2","0.7","b0","0.116298013151145"
"375","21","30","hn+cov1+cov2","0.7","cov1","1.08715828832672"
"376","21","30","hn+cov1+cov2","0.7","cov2","-1.85496929905632"
"377","21","30","hn+cov1+cov2","0.7","aic","-4.04692526258824"
"378","21","30","hn+cov1+cov2","0.7","varp","0.147599765729974"
"379","22","30","hn","0.7","p","0.457375205306683"
"380","22","30","hn","0.7","b0","-1.00154691316706"
"381","22","30","hn","0.7","cov1",NA
"382","22","30","hn","0.7","cov2",NA
"383","22","30","hn","0.7","aic","-16.5473429311412"
"384","22","30","hn","0.7","varp","0.057099793884688"
"385","22","30","hn+cov1","0.7","p","0.453636998674985"
"386","22","30","hn+cov1","0.7","b0","-0.997593461399027"
"387","22","30","hn+cov1","0.7","cov1","0.109517886470707"
"388","22","30","hn+cov1","0.7","cov2",NA
"389","22","30","hn+cov1","0.7","aic","-14.9709760279322"
"390","22","30","hn+cov1","0.7","varp","0.0575974505816497"
"391","22","30","hn+cov1+cov2","0.7","p","0.447056201873462"
"392","22","30","hn+cov1+cov2","0.7","b0","-1.25027785246086"
"393","22","30","hn+cov1+cov2","0.7","cov1","-0.238164148366234"
"394","22","30","hn+cov1+cov2","0.7","cov2","0.719092104095086"
"395","22","30","hn+cov1+cov2","0.7","aic","-13.6669951694695"
"396","22","30","hn+cov1+cov2","0.7","varp","0.0583185435849387"
"397","23","30","hn","0.7","p","0.643252602278823"
"398","23","30","hn","0.7","b0","-0.594460354100425"
"399","23","30","hn","0.7","cov1",NA
"400","23","30","hn","0.7","cov2",NA
"401","23","30","hn","0.7","aic","-3.50380799450033"
"402","23","30","hn","0.7","varp","0.11531803052881"
"403","23","30","hn+cov1","0.7","p","0.646405941290256"
"404","23","30","hn+cov1","0.7","b0","2.37311007044147"
"405","23","30","hn+cov1","0.7","cov1","3.86525286051584"
"406","23","30","hn+cov1","0.7","cov2",NA
"407","23","30","hn+cov1","0.7","aic","-4.88320470911225"
"408","23","30","hn+cov1","0.7","varp","0.132825130594274"
"409","23","30","hn+cov1+cov2","0.7","p","0.567611107062064"
"410","23","30","hn+cov1+cov2","0.7","b0","-0.425461588683156"
"411","23","30","hn+cov1+cov2","0.7","cov1","0.433081699034676"
"412","23","30","hn+cov1+cov2","0.7","cov2","1.4500731462527"
"413","23","30","hn+cov1+cov2","0.7","aic","-5.66280608233538"
"414","23","30","hn+cov1+cov2","0.7","varp","0.109506625871337"
"415","24","30","hn","0.7","p","0.654668772697943"
"416","24","30","hn","0.7","b0","-0.56893011219393"
"417","24","30","hn","0.7","cov1",NA
"418","24","30","hn","0.7","cov2",NA
"419","24","30","hn","0.7","aic","-3.04653166977659"
"420","24","30","hn","0.7","varp","0.0950285971109639"
"421","24","30","hn+cov1","0.7","p","0.640398332322184"
"422","24","30","hn+cov1","0.7","b0","-0.408857468677893"
"423","24","30","hn+cov1","0.7","cov1","0.521620368761615"
"424","24","30","hn+cov1","0.7","cov2",NA
"425","24","30","hn+cov1","0.7","aic","-2.73471847971353"
"426","24","30","hn+cov1","0.7","varp","0.094189658840573"
"427","24","30","hn+cov1+cov2","0.7","p","0.558209304697405"
"428","24","30","hn+cov1+cov2","0.7","b0","1.09037897434722"
"429","24","30","hn+cov1+cov2","0.7","cov1","2.285974916478"
"430","24","30","hn+cov1+cov2","0.7","cov2","2.32895140623099"
"431","24","30","hn+cov1+cov2","0.7","aic","-6.87146629787859"
"432","24","30","hn+cov1+cov2","0.7","varp","0.151759688652709"
"433","25","30","hn","0.7","p","0.663492120998312"
"434","25","30","hn","0.7","b0","-0.548985621495472"
"435","25","30","hn","0.7","cov1",NA
"436","25","30","hn","0.7","cov2",NA
"437","25","30","hn","0.7","aic","-2.71290855565425"
"438","25","30","hn","0.7","varp","0.0947058503341336"
"439","25","30","hn+cov1","0.7","p","0.66300136149903"
"440","25","30","hn+cov1","0.7","b0","-0.546635451384061"
"441","25","30","hn+cov1","0.7","cov1","-0.0542411936700742"
"442","25","30","hn+cov1","0.7","cov2",NA
"443","25","30","hn+cov1","0.7","aic","-0.741289871486461"
"444","25","30","hn+cov1","0.7","varp","0.0946208782964946"
"445","25","30","hn+cov1+cov2","0.7","p","0.614623632966921"
"446","25","30","hn+cov1+cov2","0.7","b0","-1.1251715595389"
"447","25","30","hn+cov1+cov2","0.7","cov1","-1.41102322552447"
"448","25","30","hn+cov1+cov2","0.7","cov2","1.5111421398427"
"449","25","30","hn+cov1+cov2","0.7","aic","-2.08973325785953"
"450","25","30","hn+cov1+cov2","0.7","varp","0.0898739048366305"
"451","26","30","hn","0.7","p","0.49304243675735"
"452","26","30","hn","0.7","b0","-0.92084922112244"
"453","26","30","hn","0.7","cov1",NA
"454","26","30","hn","0.7","cov2",NA
"455","26","30","hn","0.7","aic","-13.0273016752543"
"456","26","30","hn","0.7","varp","0.0687644465121941"
"457","26","30","hn+cov1","0.7","p","0.491900783807221"
"458","26","30","hn+cov1","0.7","b0","-0.925412592577559"
"459","26","30","hn+cov1","0.7","cov1","-0.0662890245315206"
"460","26","30","hn+cov1","0.7","cov2",NA
