"","","","","","","X.Intercept."
"108","6","1000","hn","0.7","b0","-0.889378504783009"
"109","6","1000","hn","0.7","cov1",NA
"110","6","1000","hn","0.7","cov2",NA
"111","6","1000","hn","0.7","aic","-44.6164820132966"
"112","6","1000","hn","0.7","varp","0.0484793530827703"
"113","6","1000","hn+cov1","0.7","p","0.517506352859394"
"114","6","1000","hn+cov1","0.7","n","85"
"115","6","1000","hn+cov1","0.7","b0","-1.59848839356952"
"116","6","1000","hn+cov1","0.7","cov1","0.110258037883717"
"117","6","1000","hn+cov1","0.7","cov2",NA
"118","6","1000","hn+cov1","0.7","aic","-52.5849602225005"
"119","6","1000","hn+cov1","0.7","varp","0.0473090729636056"
"120","6","1000","hn+cov1+cov2","0.7","p","0.516709355212103"
"121","6","1000","hn+cov1+cov2","0.7","n","85"
"122","6","1000","hn+cov1+cov2","0.7","b0","-1.52103529758618"
"123","6","1000","hn+cov1+cov2","0.7","cov1","0.153802001399248"
"124","6","1000","hn+cov1+cov2","0.7","cov2","-0.0466556736658735"
"125","6","1000","hn+cov1+cov2","0.7","aic","-51.1395785405232"
"126","6","1000","hn+cov1+cov2","0.7","varp","0.0504153024396487"
"127","7","1000","hn","0.7","p","0.591283087435951"
"128","7","1000","hn","0.7","n","78"
"129","7","1000","hn","0.7","b0","-0.813308971749494"
"130","7","1000","hn","0.7","cov1",NA
"131","7","1000","hn","0.7","cov2",NA
"132","7","1000","hn","0.7","aic","-35.2189959270302"
"133","7","1000","hn","0.7","varp","0.0509669671178193"
"134","7","1000","hn+cov1","0.7","p","0.490093096797468"
"135","7","1000","hn+cov1","0.7","n","78"
"136","7","1000","hn+cov1","0.7","b0","-2.00490987795576"
"137","7","1000","hn+cov1","0.7","cov1","0.176679082575794"
"138","7","1000","hn+cov1","0.7","cov2",NA
"139","7","1000","hn+cov1","0.7","aic","-54.2612858584929"
"140","7","1000","hn+cov1","0.7","varp","0.0454604963866622"
"141","7","1000","hn+cov1+cov2","0.7","p","0.470594461832555"
"142","7","1000","hn+cov1+cov2","0.7","n","78"
"143","7","1000","hn+cov1+cov2","0.7","b0","-1.75447103881711"
"144","7","1000","hn+cov1+cov2","0.7","cov1","0.23545962942343"
"145","7","1000","hn+cov1+cov2","0.7","cov2","-0.0895388449684094"
"146","7","1000","hn+cov1+cov2","0.7","aic","-55.5734779998999"
"147","7","1000","hn+cov1+cov2","0.7","varp","0.0477343504943286"
"148","8","1000","hn","0.7","p","0.516348538232854"
"149","8","1000","hn","0.7","n","78"
"150","8","1000","hn","0.7","b0","-0.974931312544172"
"151","8","1000","hn","0.7","cov1",NA
"152","8","1000","hn","0.7","cov2",NA
"153","8","1000","hn","0.7","aic","-48.3176434842852"
"154","8","1000","hn","0.7","varp","0.046209338555178"
"155","8","1000","hn+cov1","0.7","p","0.438208803214042"
"156","8","1000","hn+cov1","0.7","n","78"
"157","8","1000","hn+cov1","0.7","b0","-2.03495101336086"
"158","8","1000","hn+cov1","0.7","cov1","0.160768806201336"
"159","8","1000","hn+cov1","0.7","cov2",NA
"160","8","1000","hn+cov1","0.7","aic","-65.4919285526692"
"161","8","1000","hn+cov1","0.7","varp","0.0510489506731196"
"162","8","1000","hn+cov1+cov2","0.7","p","0.438102731537083"
"163","8","1000","hn+cov1+cov2","0.7","n","78"
"164","8","1000","hn+cov1+cov2","0.7","b0","-2.05863889297522"
"165","8","1000","hn+cov1+cov2","0.7","cov1","0.157297268647927"
"166","8","1000","hn+cov1+cov2","0.7","cov2","0.00654892201065577"
"167","8","1000","hn+cov1+cov2","0.7","aic","-63.5075658488822"
"168","8","1000","hn+cov1+cov2","0.7","varp","0.0549840488029852"
"169","9","1000","hn","0.7","p","0.595119264688433"
"170","9","1000","hn","0.7","n","79"
"171","9","1000","hn","0.7","b0","-0.805031828906133"
"172","9","1000","hn","0.7","cov1",NA
"173","9","1000","hn","0.7","cov2",NA
"174","9","1000","hn","0.7","aic","-35.1463447569239"
"175","9","1000","hn","0.7","varp","0.0504807346166465"
"176","9","1000","hn+cov1","0.7","p","0.499185812778338"
"177","9","1000","hn+cov1","0.7","n","79"
"178","9","1000","hn+cov1","0.7","b0","-2.25387203843604"
"179","9","1000","hn+cov1","0.7","cov1","0.242366928238199"
"180","9","1000","hn+cov1","0.7","cov2",NA
"181","9","1000","hn+cov1","0.7","aic","-54.0394198112053"
"182","9","1000","hn+cov1","0.7","varp","0.054405776984273"
"183","9","1000","hn+cov1+cov2","0.7","p","0.482083944273133"
"184","9","1000","hn+cov1+cov2","0.7","n","79"
"185","9","1000","hn+cov1+cov2","0.7","b0","-2.55518892072731"
"186","9","1000","hn+cov1+cov2","0.7","cov1","0.169485436787052"
"187","9","1000","hn+cov1+cov2","0.7","cov2","0.0988215861989362"
"188","9","1000","hn+cov1+cov2","0.7","aic","-54.5674165456594"
"189","9","1000","hn+cov1+cov2","0.7","varp","0.0599566873567904"
"190","10","1000","hn","0.7","p","0.527241575521529"
"191","10","1000","hn","0.7","n","74"
"192","10","1000","hn","0.7","b0","-0.9512381101199"
"193","10","1000","hn","0.7","cov1",NA
"194","10","1000","hn","0.7","cov2",NA
"195","10","1000","hn","0.7","aic","-43.6233279587819"
"196","10","1000","hn","0.7","varp","0.0419978198018362"
"197","10","1000","hn+cov1","0.7","p","0.479777161081841"
"198","10","1000","hn+cov1","0.7","n","74"
"199","10","1000","hn+cov1","0.7","b0","-1.78088028471878"
"200","10","1000","hn+cov1","0.7","cov1","0.128957345070681"
"201","10","1000","hn+cov1","0.7","cov2",NA
"202","10","1000","hn+cov1","0.7","aic","-52.8530036937958"
"203","10","1000","hn+cov1","0.7","varp","0.0411686904110672"
"204","10","1000","hn+cov1+cov2","0.7","p","0.477890958626091"
