"","","","","","","X.Intercept."
"427","24","30","hn+cov1+cov2","0.7","p","0.944273029160594"
"428","24","30","hn+cov1+cov2","0.7","b0","1.12804469836563"
"429","24","30","hn+cov1+cov2","0.7","cov1","10.1264470420392"
"430","24","30","hn+cov1+cov2","0.7","cov2","-4.24913952619805"
"431","24","30","hn+cov1+cov2","0.7","aic","3.63368065009718"
"432","24","30","hn+cov1+cov2","0.7","varp","3.75158706948176"
"433","25","30","hn","0.7","p","0.63881861025619"
"434","25","30","hn","0.7","b0","-0.604301484032342"
"435","25","30","hn","0.7","cov1",NA
"436","25","30","hn","0.7","cov2",NA
"437","25","30","hn","0.7","aic","-3.68949652213289"
"438","25","30","hn","0.7","varp","0.104045261133197"
"439","25","30","hn+cov1","0.7","p","0.634313803114988"
"440","25","30","hn+cov1","0.7","b0","-0.805595441924694"
"441","25","30","hn+cov1","0.7","cov1","0.344077376763747"
"442","25","30","hn+cov1","0.7","cov2",NA
"443","25","30","hn+cov1","0.7","aic","-2.07617717164801"
"444","25","30","hn+cov1","0.7","varp","0.105333567360613"
"445","25","30","hn+cov1+cov2","0.7","p","0.606062471099917"
"446","25","30","hn+cov1+cov2","0.7","b0","-2.89437002484819"
"447","25","30","hn+cov1+cov2","0.7","cov1","1.86160468318028"
"448","25","30","hn+cov1+cov2","0.7","cov2","3.43711765619274"
"449","25","30","hn+cov1+cov2","0.7","aic","-3.80182795081082"
"450","25","30","hn+cov1+cov2","0.7","varp","0.153248813358404"
"451","26","30","hn","0.7","p","0.998995719799114"
"452","26","30","hn","0.7","b0","2.57257532008962"
"453","26","30","hn","0.7","cov1",NA
"454","26","30","hn","0.7","cov2",NA
"455","26","30","hn","0.7","aic","1.99997737059079"
"456","26","30","hn","0.7","varp","0.207066572798043"
"457","26","30","hn+cov1","0.7","p","0.869786489484638"
"458","26","30","hn+cov1","0.7","b0","-0.842481025280422"
"459","26","30","hn+cov1","0.7","cov1","3.41029345514376"
"460","26","30","hn+cov1","0.7","cov2",NA
"461","26","30","hn+cov1","0.7","aic","2.54755902402494"
