"","","","","","","X.Intercept."
"221","13","30","hn","999","aic","-31.2093652454162"
"222","13","30","hn","999","varp","0.0390274992560392"
"223","13","30","hn+cov1","999","p","0.285794251339934"
"224","13","30","hn+cov1","999","b0","-0.655037267177672"
"225","13","30","hn+cov1","999","cov1","-0.429372391109714"
"226","13","30","hn+cov1","999","cov2",NA
"227","13","30","hn+cov1","999","aic","-36.4415206674744"
"228","13","30","hn+cov1","999","varp","0.0458626368233422"
"229","13","30","hn+cov1+cov2","999","p","0.211766140014296"
"230","13","30","hn+cov1+cov2","999","b0","-0.557290031953381"
"231","13","30","hn+cov1+cov2","999","cov1","1.12464404207703"
"232","13","30","hn+cov1+cov2","999","cov2","-1.74142129293548"
"233","13","30","hn+cov1+cov2","999","aic","-45.2072111803768"
"234","13","30","hn+cov1+cov2","999","varp","0.0500788001318717"
"235","14","30","hn","999","p","0.371881120897521"
"236","14","30","hn","999","b0","-1.2142080371472"
"237","14","30","hn","999","cov1",NA
"238","14","30","hn","999","cov2",NA
"239","14","30","hn","999","aic","-27.6285246901507"
"240","14","30","hn","999","varp","0.0482053345602175"
"241","14","30","hn+cov1","999","p","0.193657673620879"
"242","14","30","hn+cov1","999","b0","-0.20624868480625"
"243","14","30","hn+cov1","999","cov1","-0.817354147659172"
"244","14","30","hn+cov1","999","cov2",NA
"245","14","30","hn+cov1","999","aic","-44.6768984147242"
"246","14","30","hn+cov1","999","varp","0.0714187131876433"
"247","14","30","hn+cov1+cov2","999","p","0.194550697662937"
"248","14","30","hn+cov1+cov2","999","b0","-0.293116638983982"
"249","14","30","hn+cov1+cov2","999","cov1","-0.383219048686608"
"250","14","30","hn+cov1+cov2","999","cov2","-0.442909433806651"
"251","14","30","hn+cov1+cov2","999","aic","-43.4201857424692"
"252","14","30","hn+cov1+cov2","999","varp","0.0716284813299767"
"253","15","30","hn","999","p","0.382320115682259"
"254","15","30","hn","999","b0","-1.18622620535464"
"255","15","30","hn","999","cov1",NA
"256","15","30","hn","999","cov2",NA
"257","15","30","hn","999","aic","-26.057785939614"
"258","15","30","hn","999","varp","0.0556475640029149"
"259","15","30","hn+cov1","999","p","0.341754393421897"
"260","15","30","hn+cov1","999","b0","-0.757222612529927"
"261","15","30","hn+cov1","999","cov1","-0.346283285927489"
"262","15","30","hn+cov1","999","cov2",NA
"263","15","30","hn+cov1","999","aic","-28.0221433846175"
"264","15","30","hn+cov1","999","varp","0.0560995067640854"
"265","15","30","hn+cov1+cov2","999","p","0.341654593675767"
"266","15","30","hn+cov1+cov2","999","b0","-0.756947563630416"
"267","15","30","hn+cov1+cov2","999","cov1","-0.36269276577203"
"268","15","30","hn+cov1+cov2","999","cov2","0.0148846298139848"
"269","15","30","hn+cov1+cov2","999","aic","-26.0231682397167"
"270","15","30","hn+cov1+cov2","999","varp","0.0564122407450371"
"271","16","30","hn","999","p","0.397241563432064"
"272","16","30","hn","999","b0","-1.14737166664263"
"273","16","30","hn","999","cov1",NA
"274","16","30","hn","999","cov2",NA
"275","16","30","hn","999","aic","-23.9220181923343"
"276","16","30","hn","999","varp","0.0446031661774733"
"277","16","30","hn+cov1","999","p","0.387849262511824"
"278","16","30","hn+cov1","999","b0","-0.919474907759689"
"279","16","30","hn+cov1","999","cov1","-0.149459597355454"
"280","16","30","hn+cov1","999","cov2",NA
"281","16","30","hn+cov1","999","aic","-22.9890110247464"
"282","16","30","hn+cov1","999","varp","0.0602093046765893"
"283","16","30","hn+cov1+cov2","999","p","0.387043597976201"
"284","16","30","hn+cov1+cov2","999","b0","-0.926211178695772"
"285","16","30","hn+cov1+cov2","999","cov1","-0.2410598445497"
"286","16","30","hn+cov1+cov2","999","cov2","0.1225425012809"
"287","16","30","hn+cov1+cov2","999","aic","-21.0882306854523"
"288","16","30","hn+cov1+cov2","999","varp","0.0596819770825596"
"289","17","30","hn","999","p","0.347811762669122"
"290","17","30","hn","999","b0","-1.28157022018224"
"291","17","30","hn","999","cov1",NA
"292","17","30","hn","999","cov2",NA
"293","17","30","hn","999","aic","-31.496869632006"
"294","17","30","hn","999","varp","0.0387310642314981"
"295","17","30","hn+cov1","999","p","0.338256706041621"
"296","17","30","hn+cov1","999","b0","-1.52512588312812"
"297","17","30","hn+cov1","999","cov1","0.144577718703334"
"298","17","30","hn+cov1","999","cov2",NA
"299","17","30","hn+cov1","999","aic","-30.7719926992865"
"300","17","30","hn+cov1","999","varp","0.0381307254888406"
"301","17","30","hn+cov1+cov2","999","p","0.300844755589269"
"302","17","30","hn+cov1+cov2","999","b0","-1.75690165591824"
"303","17","30","hn+cov1+cov2","999","cov1","1.18487286735728"
"304","17","30","hn+cov1+cov2","999","cov2","-0.941274029418713"
"305","17","30","hn+cov1+cov2","999","aic","-32.9175725038049"
"306","17","30","hn+cov1+cov2","999","varp","0.0424249440313149"
"307","18","30","hn","999","p","0.483619608238209"
"308","18","30","hn","999","b0","-0.941872298495573"
"309","18","30","hn","999","cov1",NA
"310","18","30","hn","999","cov2",NA
"311","18","30","hn","999","aic","-13.9006766893373"
"312","18","30","hn","999","varp","0.0520353134190585"
"313","18","30","hn+cov1","999","p","0.339444372784392"
"314","18","30","hn+cov1","999","b0","-2.83158654351513"
"315","18","30","hn+cov1","999","cov1","1.72530438187566"
"316","18","30","hn+cov1","999","cov2",NA
"317","18","30","hn+cov1","999","aic","-20.2088153753809"
"318","18","30","hn+cov1","999","varp","0.0886458919792459"
"319","18","30","hn+cov1+cov2","999","p","18"
"320","18","30","hn+cov1+cov2","999","b0","-5.48664942629704"
"321","18","30","hn+cov1+cov2","999","cov1","15.7483982553941"
"322","18","30","hn+cov1+cov2","999","cov2","-7.91056173342774"
"323","18","30","hn+cov1+cov2","999","aic","-22.0706968620996"
"324","18","30","hn+cov1+cov2","999","varp","18"
"325","19","30","hn","999","p","0.437436670259386"
"326","19","30","hn","999","b0","-1.04825914600352"
"327","19","30","hn","999","cov1",NA
"328","19","30","hn","999","cov2",NA
"329","19","30","hn","999","aic","-18.7812201946036"
"330","19","30","hn","999","varp","0.0570132952275569"
"331","19","30","hn+cov1","999","p","0.234486990681524"
"332","19","30","hn+cov1","999","b0","0.753052252387112"
"333","19","30","hn+cov1","999","cov1","-1.07750955759453"
"334","19","30","hn+cov1","999","cov2",NA
"335","19","30","hn+cov1","999","aic","-35.3256190011388"
"336","19","30","hn+cov1","999","varp","0.100709490972543"
"337","19","30","hn+cov1+cov2","999","p","0.240997021856108"
"338","19","30","hn+cov1+cov2","999","b0","0.366301513859626"
"339","19","30","hn+cov1+cov2","999","cov1","-0.461684659913503"
"340","19","30","hn+cov1+cov2","999","cov2","-0.404731771801674"
"341","19","30","hn+cov1+cov2","999","aic","-33.615978813974"
"342","19","30","hn+cov1+cov2","999","varp","0.0895765582538416"
"343","20","30","hn","999","p","0.439816400069436"
"344","20","30","hn","999","b0","-1.0426094451641"
"345","20","30","hn","999","cov1",NA
"346","20","30","hn","999","cov2",NA
"347","20","30","hn","999","aic","-18.5039536802822"
"348","20","30","hn","999","varp","0.041761223426331"
"349","20","30","hn+cov1","999","p","0.221811785471774"
"350","20","30","hn+cov1","999","b0","-0.0705503252340393"
"351","20","30","hn+cov1","999","cov1","-0.774904074159981"
"352","20","30","hn+cov1","999","cov2",NA
"353","20","30","hn+cov1","999","aic","-39.0623932706073"
